id,bb_a_hh,hst,h_min,iwh,psch,ratio_hs,psh,h_mean,bb_av_h,vch,bwh,whh,b365h,h_max,bb_mx_h,bb_av_2_5_1,iwd,bb_mx_2_5_1,d_min,whd,d_mean,bb_av_d,bwd,b365d,target
1,0.40909090909090906,0.4,0.0471976401179941,0.04902539870053159,0.037552742616033745,0.2608695652173913,0.04207436399217221,0.044467604655202345,0.044489383215369056,0.04511278195488722,0.04310776942355889,0.044568245125348196,0.040565177757520506,0.04012767897856817,0.03491827637444279,0.13718411552346577,0.06077348066298344,0.12121212121212127,0.06593406593406592,0.05940594059405946,0.04628938330595789,0.04807692307692307,0.05405405405405411,0.035714285714285726,0
2,0.22727272727272724,0.3333333333333333,0.012389380530973451,0.011813349084465435,0.012658227848101264,0.23809523809523808,0.011252446183953033,0.011464304325169358,0.01112234580384227,0.012030075187969926,0.010526315789473682,0.013370473537604455,0.010027347310847763,0.010487916096671226,0.00891530460624071,0.40794223826714804,0.3149171270718231,0.3575757575757576,0.31868131868131866,0.30693069306930704,0.2754964909661041,0.2596153846153847,0.2792792792792793,0.24999999999999997,0
3,0.2727272727272727,0.4,0.011799410029498525,0.015357353809805074,0.008016877637130798,0.35294117647058826,0.009784735812133072,0.011551155115511552,0.010616784630940339,0.012030075187969926,0.011528822055137854,0.011142061281337046,0.010027347310847763,0.011855905152758778,0.009286775631500745,0.404332129963899,0.281767955801105,0.37878787878787884,0.2857142857142857,0.30693069306930704,0.2663879348962221,0.2631118881118881,0.2567567567567568,0.24999999999999997,0
4,0.4545454545454545,0.7333333333333333,0.04601769911504425,0.04902539870053159,0.042616033755274264,0.4230769230769231,0.0410958904109589,0.04325169359041166,0.041961577350859446,0.04260651629072682,0.03909774436090226,0.04791086350974931,0.038286235186873276,0.038303693570451436,0.033432392273402674,0.2382671480144405,0.06077348066298344,0.2121212121212121,0.06593406593406592,0.08415841584158418,0.06375989248917419,0.06468531468531469,0.07657657657657663,0.05642857142857141,0
5,0.49999999999999994,0.4,0.0855457227138643,0.08446544595392795,0.070042194092827,0.3,0.07093933463796477,0.07512593364599617,0.07128412537917089,0.07268170426065165,0.07268170426065165,0.0807799442896936,0.06563354603463992,0.06611947104423165,0.05534918276374442,0.06137184115523475,0.01657458563535913,0.05151515151515157,0.02197802197802201,0.019801980198019875,0.013140212035239685,0.014860139860139843,0.018018018018018056,0.01428571428571429,0
6,0.18181818181818177,0.3333333333333333,0.008849557522123894,0.010632014176018903,0.005907172995780585,0.35714285714285715,0.007827788649706457,0.00825082508250824,0.0075834175935288115,0.00852130325814536,0.007518796992481203,0.008356545961002784,0.007292616226071094,0.008207934336525308,0.006315007429420504,0.40794223826714804,0.33701657458563533,0.35454545454545455,0.34065934065934067,0.405940594059406,0.34731969538599367,0.32867132867132876,0.3693693693693695,0.2857142857142857,0
7,0.18181818181818177,0.26666666666666666,0.008849557522123894,0.010632014176018903,0.006329113924050625,0.26666666666666666,0.007338551859099804,0.008598228243877015,0.008594539939332659,0.00852130325814536,0.01002506265664161,0.008356545961002784,0.007292616226071094,0.008207934336525308,0.006315007429420504,0.5415162454873647,0.3480662983425414,0.5454545454545454,0.34065934065934067,0.30693069306930704,0.321487233089443,0.3356643356643356,0.32432432432432434,0.2857142857142857,1
8,0.4545454545454545,0.4,0.0471976401179941,0.051978735971647955,0.03333333333333333,0.3,0.03962818003913894,0.04273058884835851,0.04145601617795753,0.04110275689223059,0.04010025062656642,0.044568245125348196,0.03783044667274383,0.04012767897856817,0.032317979197622575,0.20938628158844774,0.05524861878453041,0.18181818181818182,0.0604395604395605,0.06930693069306937,0.06047483948036436,0.06643356643356646,0.06306306306306309,0.05642857142857141,0
9,0.49999999999999994,0.26666666666666666,0.061946902654867256,0.06083874778499705,0.048101265822784796,0.2857142857142857,0.0547945205479452,0.057929477158242135,0.056117290192113235,0.05764411027568924,0.055137844611528826,0.06406685236768804,0.051959890610756614,0.05152758777929778,0.04346210995542347,0.036101083032491044,0.03867403314917123,0.03030303030303033,0.02197802197802201,0.019801980198019875,0.014782738539644624,0.0174825174825175,0.018018018018018056,0.01428571428571429,0
10,0.6818181818181818,0.26666666666666666,0.18584070796460178,0.19078558771411697,0.17341772151898732,0.6666666666666666,0.18003913894324852,0.17422268542643737,0.1698685540950455,0.1779448621553885,0.16040100250626568,0.1827298050139276,0.1431175934366454,0.16780665754673962,0.13855869242199106,0.2815884476534297,0.06077348066298344,0.2575757575757575,0.06593406593406592,0.08910891089108913,0.07212184560250856,0.07604895104895104,0.08108108108108109,0.05642857142857141,0
11,0.4545454545454545,0.2,0.04601769911504425,0.05493207324276432,0.042616033755274264,0.15789473684210525,0.04403131115459882,0.04481500781657112,0.04347826086956521,0.044110275689223065,0.03909774436090226,0.044568245125348196,0.040565177757520506,0.04240766073871409,0.03417533432392273,0.1552346570397113,0.04972375690607733,0.1303030303030303,0.05494505494505497,0.05940594059405946,0.04285500970583844,0.046328671328671356,0.05405405405405411,0.035714285714285726,1
12,0.22727272727272724,0.13333333333333333,0.011799410029498525,0.010632014176018903,0.009704641350210964,0.2222222222222222,0.010763209393346379,0.011203751954142777,0.01112234580384227,0.012030075187969926,0.010526315789473682,0.013370473537604455,0.010027347310847763,0.010031919744642043,0.008172362555720653,0.3140794223826716,0.33701657458563533,0.28484848484848496,0.2857142857142857,0.2574257425742575,0.2616096759743168,0.24650349650349657,0.2567567567567568,0.21428571428571427,1
13,0.5909090909090908,0.2,0.12979351032448377,0.13762551683402247,0.09282700421940926,0.2727272727272727,0.12084148727984344,0.12437033177001912,0.12032355915065723,0.12781954887218047,0.12280701754385967,0.13091922005571033,0.09981768459434823,0.11536707706338349,0.09361069836552749,0.1480144404332131,0.03867403314917123,0.1363636363636364,0.043956043956043966,0.03960396039603964,0.03165596535762283,0.037587412587412605,0.03603603603603606,0.028571428571428553,1
14,0.2727272727272727,0.6666666666666666,0.011799410029498525,0.015357353809805074,0.008860759493670885,0.5,0.010273972602739725,0.01172485669619594,0.01112234580384227,0.012030075187969926,0.01002506265664161,0.013370473537604455,0.010027347310847763,0.011855905152758778,0.009286775631500745,0.27797833935018057,0.25966850828729277,0.2424242424242425,0.2637362637362637,0.2574257425742575,0.25130655517395845,0.23951048951048953,0.2792792792792793,0.21428571428571427,1
15,0.49999999999999994,0.26666666666666666,0.07787610619469028,0.07855877141169522,0.05485232067510549,0.3333333333333333,0.06996086105675146,0.07208615598401945,0.07027300303336703,0.07017543859649125,0.07017543859649125,0.0807799442896936,0.059708295350957154,0.06520747834017328,0.05423476968796433,0.014440433212996484,0.01657458563535913,0.009090909090909094,0.0,0.0,0.0,0.004370629370629375,0.009009009009009028,0.0,1
16,0.3636363636363636,0.2,0.04896755162241888,0.05493207324276432,0.03164556962025316,0.15789473684210525,0.043052837573385516,0.045162410977939896,0.043983822042467126,0.044110275689223065,0.04310776942355889,0.04623955431754874,0.038286235186873276,0.04240766073871409,0.03417533432392273,0.10108303249097483,0.04972375690607733,0.08181818181818185,0.05494505494505497,0.04950495049504955,0.03971927728833802,0.041083916083916094,0.045045045045045085,0.035714285714285726,1
17,0.5909090909090908,0.2,0.16165191740412982,0.16125221500295334,0.1531645569620253,0.375,0.13551859099804303,0.1472989404203578,0.13700707785642063,0.14786967418546368,0.14285714285714288,0.16434540389972147,0.1244302643573382,0.13360693114455086,0.10846953937592868,0.22021660649819497,0.04972375690607733,0.206060606060606,0.043956043956043966,0.03960396039603964,0.04808123040167239,0.05157342657342656,0.06306306306306309,0.042857142857142844,0
18,0.40909090909090906,0.3333333333333333,0.04129793510324484,0.04607206142941524,0.03037974683544304,0.45454545454545453,0.033268101761252444,0.037172138266458224,0.03488372093023256,0.03508771929824562,0.03508771929824562,0.038997214484679674,0.033728350045578843,0.03556771545827633,0.02860326894502229,0.24187725631768953,0.06077348066298344,0.2121212121212121,0.06593406593406592,0.06930693069306937,0.06883679259369868,0.07779720279720281,0.07207207207207211,0.05642857142857141,1
19,0.7272727272727273,0.26666666666666666,0.2625368731563422,0.26166568222090963,0.24514767932489448,0.4444444444444444,0.22847358121330724,0.246395692200799,0.23710819009100098,0.24812030075187974,0.24812030075187974,0.24791086350974934,0.22515952597994532,0.2248062015503876,0.2013372956909361,0.21299638989169678,0.1160220994475138,0.19090909090909097,0.09890109890109888,0.08910891089108913,0.09705838435120206,0.09877622377622375,0.1171171171171172,0.08571428571428572,0
20,0.5909090909090908,0.26666666666666666,0.10029498525073748,0.09923213230950974,0.08565400843881854,0.2857142857142857,0.09246575342465753,0.09605697411846446,0.09302325581395349,0.09774436090225566,0.09523809523809526,0.10194986072423398,0.08340929808568825,0.08800729594163247,0.07243684992570579,0.15884476534296044,0.0331491712707182,0.13939393939393935,0.032967032967033016,0.034653465346534684,0.0289681947140511,0.034965034965035,0.027027027027027084,0.027857142857142858,0
21,0.49999999999999994,0.4666666666666667,0.061946902654867256,0.06674542232722978,0.05274261603375526,0.4117647058823529,0.05185909980430528,0.055237102657634166,0.052578361981799805,0.052631578947368425,0.052631578947368425,0.058495821727019504,0.04740200546946217,0.05152758777929778,0.041604754829123326,0.18411552346570403,0.04419889502762431,0.16060606060606059,0.03846153846153849,0.05940594059405946,0.03897267433179036,0.04283216783216781,0.03153153153153154,0.035714285714285726,1
22,0.2727272727272727,0.3333333333333333,0.01415929203539823,0.013585351447135255,0.013080168776371297,0.25,0.01223091976516634,0.012506513809275657,0.012133468149646102,0.012531328320802011,0.012531328320802011,0.013370473537604455,0.010938924339106648,0.011399908800729594,0.009286775631500745,0.2888086642599279,0.281767955801105,0.2545454545454546,0.2857142857142857,0.2574257425742575,0.229655069434075,0.2237762237762238,0.23423423423423428,0.19642857142857142,1
23,0.18181818181818177,0.6666666666666666,0.007669616519174041,0.007678676904902537,0.004219409282700412,0.7692307692307693,0.006360078277886497,0.006774361646690978,0.006572295247724971,0.006516290726817038,0.006516290726817038,0.008356545961002784,0.005925250683682763,0.005927952576379389,0.0052005943536404114,0.5379061371841157,0.3922651933701657,0.4696969696969698,0.39560439560439564,0.3564356435643565,0.39360907869195155,0.3898601398601399,0.4144144144144145,0.3571428571428571,1
24,0.49999999999999994,0.26666666666666666,0.05309734513274336,0.05493207324276432,0.05485232067510549,0.3333333333333333,0.048434442270058706,0.04898384575299633,0.0480283114256825,0.04761904761904762,0.04511278195488722,0.05292479108635098,0.04284412032816772,0.04514363885088919,0.03789004457652303,0.1985559566787004,0.04972375690607733,0.18181818181818182,0.05494505494505497,0.05940594059405946,0.05121696281917276,0.054195804195804165,0.06306306306306309,0.042857142857142844,0
25,0.18181818181818177,0.4666666666666667,0.005309734513274336,0.005906674542232718,0.0016877637130801662,0.35,0.004403131115459875,0.004950495049504941,0.005055611729019208,0.005012531328320802,0.0055137844611528805,0.0050139275766016705,0.004557885141294432,0.004559963520291838,0.003714710252600291,0.7075812274368233,0.5027624309392265,0.6363636363636362,0.5054945054945055,0.504950495049505,0.468717336120651,0.45367132867132864,0.4144144144144145,0.4285714285714285,1
26,0.9090909090909091,0.0,0.5870206489675517,0.5865327820437094,0.5350210970464135,0.0,0.5958904109589042,0.6242834809796768,0.6127401415571283,0.5989974937343359,0.5989974937343359,0.6657381615598886,0.6353691886964448,0.6352029183766529,0.5170876671619614,0.42599277978339367,0.33701657458563533,0.393939393939394,0.34065934065934067,0.30693069306930704,0.3046140062714648,0.3094405594405595,0.32432432432432434,0.24999999999999997,0
27,0.49999999999999994,0.4,0.0855457227138643,0.093325457767277,0.06371308016877636,0.3,0.07534246575342464,0.07938162237276357,0.07583417593528818,0.07769423558897245,0.07268170426065165,0.08356545961002784,0.07019143117593435,0.07204742362061103,0.05832095096582466,0.054151624548736566,0.02762430939226518,0.04545454545454547,0.02197802197802201,0.019801980198019875,0.01239360907869197,0.01573426573426573,0.018018018018018056,0.007142857142857145,1
28,0.5909090909090908,0.3333333333333333,0.1238938053097345,0.12285883047844064,0.0991561181434599,0.625,0.1159491193737769,0.11733541775230151,0.11425682507583418,0.11278195488721807,0.11278195488721807,0.12534818941504178,0.10619872379216044,0.10807113543091655,0.0898959881129272,0.20938628158844774,0.03867403314917123,0.17878787878787877,0.043956043956043966,0.04950495049504955,0.04285500970583844,0.04545454545454547,0.06306306306306309,0.035714285714285726,0
29,0.5909090909090908,0.4666666666666667,0.13864306784660768,0.14353219137625517,0.11940928270042192,0.3888888888888889,0.12475538160469667,0.1298419315615772,0.12537917087967645,0.12781954887218047,0.12781954887218047,0.13091922005571033,0.11577028258887875,0.11627906976744186,0.09435364041604755,0.26714801444043335,0.04972375690607733,0.24848484848484848,0.05494505494505497,0.05940594059405946,0.05002239808869646,0.05594405594405594,0.05405405405405411,0.05000000000000002,0
30,0.22727272727272724,0.4666666666666667,0.014749262536873156,0.01653868871825162,0.012658227848101264,0.4666666666666667,0.01223091976516634,0.013288170922355388,0.012639029322548033,0.012531328320802011,0.012531328320802011,0.015598885793871878,0.010938924339106648,0.012767897856817152,0.010029717682020801,0.36101083032490977,0.25966850828729277,0.3303030303030304,0.23076923076923084,0.20792079207920794,0.22263700164252648,0.21853146853146854,0.21171171171171177,0.19642857142857142,1
31,0.3636363636363636,0.4,0.029498525073746312,0.02835203780271707,0.022362869198312228,0.4,0.025440313111545987,0.026576341844710777,0.025783619817997976,0.027568922305764416,0.025062656641604016,0.028969359331476333,0.02324521422060164,0.02416780665754674,0.019316493313521546,0.1985559566787004,0.1160220994475138,0.17272727272727278,0.1208791208791209,0.12871287128712877,0.10347916977751231,0.10402097902097907,0.10810810810810811,0.095,0
32,0.22727272727272724,0.4,0.010029498525073746,0.008860011813349083,0.010970464135021098,0.3157894736842105,0.009295499021526418,0.009379885356956733,0.009100101112234575,0.01002506265664161,0.00852130325814536,0.011142061281337046,0.008659981768459425,0.008663930688554491,0.00705794947994056,0.29963898916967513,0.35911602209944754,0.26666666666666666,0.2857142857142857,0.2574257425742575,0.287591458862177,0.27360139860139865,0.32432432432432434,0.24999999999999997,0
33,0.7272727272727273,0.06666666666666667,0.19174041297935102,0.19078558771411697,0.18354430379746833,0.25,0.18052837573385516,0.18212610734757684,0.17441860465116277,0.1879699248120301,0.16441102756892234,0.18662952646239558,0.1681859617137648,0.17008663930688556,0.13818722139673106,0.3465703971119134,0.09392265193370164,0.3333333333333333,0.09890109890109888,0.12871287128712877,0.09780498730774972,0.10227272727272724,0.10810810810810811,0.07857142857142854,0
34,0.49999999999999994,0.2,0.0855457227138643,0.09037212049616065,0.07974683544303796,0.3333333333333333,0.07729941291585125,0.07833941288865727,0.07482305358948432,0.07769423558897245,0.07268170426065165,0.0807799442896936,0.0674567000911577,0.07204742362061103,0.0586924219910847,0.07220216606498209,0.022099447513812154,0.06666666666666671,0.02197802197802201,0.019801980198019875,0.013588173809168325,0.0174825174825175,0.018018018018018056,0.01428571428571429,0
35,0.49999999999999994,0.3333333333333333,0.06489675516224187,0.06674542232722978,0.05189873417721518,0.18518518518518517,0.057240704500978484,0.05966649296508597,0.05813953488372093,0.06015037593984963,0.055137844611528826,0.061281337047353765,0.054238833181403816,0.053807569539443684,0.04346210995542347,0.10108303249097483,0.0331491712707182,0.0848484848484849,0.03846153846153849,0.03960396039603964,0.028520232940122403,0.032342657342657344,0.03603603603603606,0.028571428571428553,0
36,0.6818181818181818,0.4,0.16814159292035397,0.16715888954518604,0.13586497890295357,0.375,0.15802348336594912,0.16380059058537433,0.15874620829120326,0.16290726817042608,0.15789473684210528,0.1754874651810585,0.14904284412032817,0.14865481076151393,0.12704309063893016,0.18772563176895307,0.06077348066298344,0.16666666666666669,0.06593406593406592,0.05940594059405946,0.04972375690607733,0.05244755244755245,0.06306306306306309,0.042857142857142844,0
